,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
462,20,0,60.0,8281,0,0,1,0,0,0,8,0,0,0,1,5,5,1965,1965,0,0,1,1,1,0.0,1,0,1,1,0,0,3,553,3,311,0,864,0,1,0,0,864,0,0,864,0,0,1,0,3,1,1,5,0,1,5,1,1965.0,1,1,360,0,0,0,0,0,236,0,0,0,0,3,0,0,12,2009,0,0,62383
463,70,0,74.0,11988,0,0,1,3,0,1,2,0,0,0,0,6,7,1934,1995,1,0,7,8,1,0.0,1,0,1,1,0,0,5,326,0,0,389,715,0,3,0,2,849,811,0,1660,0,0,1,1,3,1,1,6,0,1,2,1,1939.0,1,1,240,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2008,0,0,188700
466,20,0,85.0,10628,0,0,0,0,0,0,11,0,0,0,1,7,5,1970,1970,4,4,8,5,1,0.0,1,2,1,1,1,1,0,778,0,0,499,1277,0,2,0,0,1277,0,0,1277,1,0,1,0,2,1,1,5,0,1,5,0,1970.0,1,2,526,0,0,0,0,0,0,0,176,0,0,3,0,0,4,2007,0,0,167000
467,70,0,79.0,9480,0,0,0,0,0,0,11,2,0,0,0,5,7,1942,1995,0,0,1,1,2,224.0,1,0,1,1,0,0,5,386,0,0,342,728,0,0,0,0,888,756,0,1644,0,0,1,1,3,1,0,7,0,2,2,0,1942.0,1,1,312,0,0,0,168,0,0,0,0,0,0,0,0,0,6,2007,0,0,146500
468,20,0,98.0,11428,0,0,1,0,0,0,9,0,0,0,1,8,5,2006,2006,0,0,0,0,2,248.0,0,0,0,0,0,0,2,0,0,0,1626,1626,0,0,0,0,1634,0,0,1634,0,0,2,0,3,1,0,7,0,1,2,0,2006.0,0,3,866,0,0,0,0,44,0,0,0,0,0,0,0,0,5,2007,0,0,250000
469,60,0,76.0,9291,0,0,1,0,2,0,10,8,0,0,0,6,5,1993,1993,0,0,4,3,0,120.0,0,0,0,0,0,0,0,426,0,0,406,832,0,0,0,0,832,878,0,1710,0,0,2,1,3,1,0,7,0,0,0,0,1993.0,0,2,506,0,0,0,144,70,0,0,0,0,0,0,0,0,6,2008,0,0,187000
471,60,0,92.0,11952,0,0,0,0,0,0,19,7,0,0,0,7,6,1977,1977,3,3,5,5,1,0.0,1,0,1,0,0,0,2,0,0,0,808,808,0,2,0,0,1161,808,0,1969,0,0,2,1,3,1,1,8,0,1,2,0,1977.0,0,2,534,0,0,0,0,0,0,0,276,0,0,0,0,0,11,2007,0,0,190000
472,180,1,35.0,3675,0,0,0,0,0,0,18,0,0,3,4,6,5,2005,2005,0,0,0,0,0,80.0,1,0,0,0,0,1,0,459,0,0,88,547,0,0,0,0,1072,0,0,1072,1,0,1,0,2,1,1,5,0,0,0,4,2005.0,0,2,525,0,0,0,0,28,0,0,0,0,0,0,0,0,6,2008,0,0,148000
473,20,0,110.0,14977,0,0,1,0,0,0,9,0,0,0,1,8,5,2006,2007,0,0,0,0,0,304.0,0,0,0,2,0,1,0,1350,0,0,626,1976,0,0,0,0,1976,0,0,1976,1,0,2,0,2,1,0,7,0,1,3,0,2006.0,0,3,908,0,0,0,250,63,0,0,0,0,0,0,0,0,7,2007,1,2,440000
474,120,0,41.0,5330,0,0,0,0,0,0,15,0,0,3,1,8,5,2000,2000,0,0,6,6,1,0.0,0,0,0,0,0,3,0,1196,0,0,298,1494,0,0,0,0,1652,0,0,1652,1,0,2,0,2,1,2,6,0,0,0,0,2000.0,0,2,499,0,0,0,96,48,0,0,0,0,0,0,0,0,8,2007,0,0,251000
475,20,0,80.0,8480,0,0,0,0,2,0,8,0,0,0,1,5,6,1963,1963,1,0,4,3,1,0.0,1,0,1,1,0,0,0,630,0,0,340,970,0,2,0,0,970,0,0,970,1,0,1,0,2,1,1,5,0,0,0,1,1996.0,1,2,624,0,0,0,0,24,0,0,192,0,0,0,0,0,7,2007,0,0,132500
476,20,0,75.0,13125,0,0,0,0,0,1,0,0,0,0,1,6,5,1997,1998,0,0,0,0,0,215.0,1,0,0,0,0,1,0,994,0,0,484,1478,0,0,0,0,1493,0,0,1493,1,0,2,0,3,1,0,7,0,1,1,0,1997.0,2,2,508,0,0,0,140,39,0,0,0,0,0,0,0,0,4,2008,0,0,208900
477,60,0,105.0,13693,0,0,0,0,0,0,9,0,0,0,0,9,5,2006,2006,1,0,0,0,0,772.0,2,0,0,0,0,3,2,0,0,0,2153,2153,0,0,0,0,2069,574,0,2643,0,0,2,1,3,1,2,9,0,1,2,2,2006.0,2,3,694,0,0,0,414,84,0,0,0,0,0,0,0,0,3,2007,0,0,380000
478,20,0,79.0,10637,0,0,0,0,0,0,0,0,0,0,1,8,5,2007,2008,1,0,0,0,2,336.0,0,0,0,2,0,1,0,1288,0,0,417,1705,0,0,0,0,1718,0,0,1718,1,0,2,0,3,1,0,7,0,1,2,0,2007.0,0,3,826,0,0,0,208,44,0,0,0,0,0,0,0,0,9,2009,0,0,297000
479,30,1,50.0,5925,0,0,0,1,0,0,6,0,0,0,1,4,7,1937,2000,1,0,7,8,3,435.0,1,0,2,4,0,0,3,168,0,0,739,907,0,2,0,0,1131,0,0,1131,0,0,1,0,2,1,1,7,0,0,0,1,1995.0,1,2,672,0,0,0,0,72,0,0,0,0,0,1,0,0,3,2007,0,3,89471
480,20,0,98.0,16033,0,0,1,0,1,0,9,0,0,0,1,9,5,2004,2005,1,0,0,0,0,378.0,0,0,0,2,0,1,0,1261,0,0,572,1833,0,0,0,0,1850,0,0,1850,1,0,2,0,3,1,0,8,0,1,2,0,2004.0,2,3,772,0,0,0,519,112,0,0,0,0,0,0,0,0,3,2006,0,0,326000
481,20,0,72.0,11846,0,0,1,3,0,0,9,0,0,0,1,9,5,2003,2004,1,0,0,0,0,562.0,0,0,0,2,0,1,0,1567,0,0,225,1792,0,0,0,0,1792,0,0,1792,1,0,2,0,2,1,2,6,0,1,2,0,2003.0,2,3,874,0,0,0,206,49,0,0,0,0,0,0,0,0,8,2006,0,0,374000
482,70,1,50.0,2500,0,2,0,0,2,0,6,0,0,0,0,7,8,1915,2005,0,0,7,8,1,0.0,0,0,0,1,0,0,1,299,0,0,611,910,0,0,0,0,916,910,0,1826,1,0,1,1,4,1,2,7,3,1,2,0,1915.0,1,1,164,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2009,0,0,155000
483,120,1,32.0,4500,0,0,0,0,1,0,4,0,0,4,1,6,5,1998,1998,1,0,0,0,0,116.0,1,0,0,2,0,0,0,897,0,0,319,1216,0,0,0,0,1216,0,0,1216,1,0,2,0,2,1,1,5,0,0,0,0,1998.0,1,2,402,0,0,0,0,125,0,0,0,0,0,0,0,0,5,2006,0,0,164000
485,20,0,80.0,9600,0,0,0,0,0,0,11,0,0,0,1,5,7,1950,2007,0,0,1,1,1,0.0,0,0,1,1,0,0,1,607,0,0,506,1113,0,1,0,0,1113,0,0,1113,0,0,1,0,3,1,0,5,0,1,2,0,1950.0,1,1,264,0,0,0,0,80,120,0,0,0,0,0,0,0,7,2009,0,0,147000
486,20,0,79.0,10289,0,0,0,0,0,0,11,0,0,0,1,5,7,1965,1965,1,0,1,1,0,168.0,1,0,1,1,0,0,1,836,0,0,237,1073,0,2,0,0,1073,0,0,1073,1,0,1,1,3,1,1,6,0,0,0,0,1965.0,0,2,515,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2007,0,0,156000
487,20,0,70.0,12243,0,0,1,0,0,0,19,0,0,0,1,5,6,1971,1971,0,0,8,5,1,0.0,1,0,1,0,0,3,1,998,0,0,486,1484,0,1,0,0,1484,0,0,1484,0,0,2,0,3,1,1,7,0,1,1,0,1971.0,1,2,487,0,0,0,224,0,0,0,180,0,0,0,0,0,2,2007,0,0,175000
488,190,0,60.0,10800,0,0,0,0,2,0,6,0,0,1,2,5,4,1900,1970,0,0,2,4,1,0.0,1,1,1,1,3,0,6,664,0,0,290,954,0,2,1,2,1766,648,0,2414,0,0,2,0,3,2,1,10,4,1,2,0,1970.0,1,2,520,0,1,1,142,0,0,0,0,0,0,0,0,0,5,2006,7,0,160000
489,180,1,21.0,1526,0,0,0,0,0,0,13,0,0,4,7,4,8,1970,2002,0,0,6,6,1,0.0,1,2,1,0,0,3,0,515,0,0,115,630,0,2,0,0,630,0,0,630,1,0,1,0,1,1,0,3,0,0,0,0,1970.0,1,1,286,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2009,0,0,86000
491,50,0,79.0,9490,0,0,0,0,0,0,11,2,0,0,2,6,7,1941,1950,0,0,2,4,1,0.0,1,0,1,1,0,0,6,403,2,165,238,806,0,2,0,2,958,620,0,1578,1,0,1,0,3,1,3,5,0,2,1,0,1941.0,1,1,240,0,0,0,0,0,32,0,0,0,0,1,0,0,8,2006,0,0,133000
492,60,0,105.0,15578,0,0,1,0,2,0,17,0,0,0,0,6,5,2006,2006,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,728,728,0,1,0,0,728,728,0,1456,0,0,2,1,3,1,1,8,0,0,0,0,2006.0,0,2,429,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2006,1,2,172785
493,20,0,70.0,7931,0,0,0,0,0,0,11,0,0,0,1,5,6,1960,1960,0,0,3,4,1,0.0,1,0,1,1,0,0,6,374,5,532,363,1269,0,2,0,2,1269,0,0,1269,0,0,1,1,3,1,1,6,0,1,4,1,1964.0,1,1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2008,0,0,155000
494,30,1,50.0,5784,0,0,0,0,0,0,6,2,0,0,1,5,8,1938,1996,0,0,1,1,1,0.0,1,0,2,4,0,0,2,0,0,0,190,190,0,1,0,2,886,0,0,886,0,0,1,0,2,1,1,4,0,0,0,0,1938.0,1,1,273,0,0,0,144,20,80,0,0,0,0,0,0,0,12,2009,0,0,91300
497,50,0,60.0,9120,0,2,0,0,0,0,7,0,0,0,2,7,6,1925,1950,0,0,2,4,1,0.0,1,2,0,1,0,0,3,329,0,0,697,1026,0,0,0,0,1133,687,0,1820,1,0,2,0,4,1,1,8,0,0,0,1,1925.0,1,1,240,0,0,1,0,100,0,0,0,0,0,2,0,0,6,2008,0,0,184000
498,20,0,65.0,7800,0,0,0,0,0,0,8,0,0,0,1,5,7,1967,2004,1,0,4,3,0,89.0,1,0,0,1,0,0,1,450,0,0,414,864,0,0,0,0,899,0,0,899,0,0,1,0,3,1,0,5,0,0,0,0,1967.0,2,1,288,0,0,0,64,0,0,0,0,0,0,1,0,0,6,2009,0,0,130000
499,20,0,70.0,7535,0,0,1,0,0,0,11,0,0,0,1,5,7,1958,1985,0,0,1,1,1,0.0,1,0,1,1,0,0,6,111,5,279,522,912,0,3,0,0,912,0,0,912,0,1,1,0,2,1,1,5,0,0,0,0,1958.0,2,1,297,0,0,0,12,285,0,0,0,0,0,4,1,480,6,2007,0,0,120000
500,160,1,21.0,1890,0,0,0,0,0,0,22,0,0,4,0,6,5,1973,1973,0,0,4,3,0,285.0,1,0,1,1,0,0,6,356,0,0,316,672,0,2,0,0,672,546,0,1218,0,0,1,1,3,1,1,7,0,0,0,1,1973.0,1,1,264,0,0,0,144,28,0,0,0,0,0,0,0,0,5,2007,0,0,113000
501,60,3,75.0,9803,0,0,0,0,0,0,5,0,0,0,0,7,5,2005,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,0,400,0,0,466,866,0,1,0,0,866,902,0,1768,0,0,2,1,3,1,0,7,0,0,0,0,2005.0,0,2,603,0,0,0,0,108,0,0,0,0,0,0,0,0,2,2008,0,0,226700
502,20,0,70.0,9170,0,0,0,0,2,0,18,1,0,0,1,5,7,1965,1965,1,0,1,1,1,0.0,1,0,1,1,0,0,1,698,4,96,420,1214,0,0,0,0,1214,0,0,1214,1,0,1,0,2,1,1,6,0,0,0,1,1965.0,1,2,461,1,1,0,0,0,184,0,0,0,0,2,1,400,4,2007,0,0,140000
503,20,0,100.0,15602,0,0,1,0,0,0,2,0,0,0,1,7,8,1959,1997,0,0,3,4,1,0.0,1,0,1,1,0,0,1,1247,0,0,254,1501,0,2,0,0,1801,0,0,1801,1,0,2,0,1,1,1,6,0,2,1,0,1959.0,2,2,484,0,0,0,0,54,0,0,161,0,0,3,0,0,3,2010,0,0,289000
504,160,0,24.0,2308,0,0,0,0,0,0,20,0,0,3,0,6,5,1974,1974,0,0,8,10,1,0.0,1,0,1,1,0,0,1,257,2,495,103,855,0,2,0,0,855,467,0,1322,0,1,2,1,3,1,1,6,0,1,4,0,1974.0,1,2,440,0,0,0,260,0,0,0,0,0,0,0,0,0,6,2009,0,0,147000
505,90,1,60.0,7596,0,1,0,0,0,0,6,2,0,2,0,5,5,1952,1952,1,0,2,4,0,360.0,1,0,1,1,0,0,2,0,0,0,960,960,0,1,0,0,960,1000,0,1960,0,0,2,0,4,2,1,10,0,0,0,1,1952.0,1,2,400,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2009,2,0,124500
506,60,0,80.0,9554,0,0,1,0,0,0,10,0,0,0,0,8,5,1993,1994,0,0,0,0,0,125.0,0,0,0,0,0,0,0,380,0,0,397,777,0,0,0,0,1065,846,0,1911,0,0,2,1,3,1,0,8,0,1,1,0,1993.0,0,2,471,0,0,0,182,81,0,0,0,0,0,0,0,0,9,2006,0,0,215000
507,20,3,75.0,7862,0,0,1,0,0,0,5,0,0,0,1,6,5,2009,2009,0,0,0,0,1,0.0,0,0,0,0,0,0,0,27,0,0,1191,1218,0,0,0,0,1218,0,0,1218,0,0,2,0,2,1,0,4,0,0,0,0,2009.0,2,2,676,0,0,0,0,102,0,0,0,0,0,0,0,0,9,2009,1,2,208300
508,70,1,60.0,9600,0,0,0,0,0,0,6,0,0,0,0,7,9,1928,2005,2,0,1,1,1,0.0,1,3,2,1,0,0,3,141,0,0,548,689,0,0,0,0,689,689,0,1378,0,0,2,0,3,1,0,7,0,1,2,1,1928.0,1,2,360,0,0,1,0,0,116,0,0,0,0,0,0,0,10,2008,0,0,161000
509,20,0,80.0,9600,0,0,0,0,2,0,11,0,0,0,1,5,6,1959,1959,0,0,1,1,0,132.0,1,0,1,1,0,0,1,991,0,0,50,1041,0,0,0,0,1041,0,0,1041,1,0,1,0,3,1,1,6,0,0,0,0,1959.0,0,1,270,0,0,0,224,88,0,0,0,0,0,1,0,0,7,2009,0,0,124500
510,20,0,75.0,14559,0,0,0,0,0,0,11,0,0,0,1,5,7,1951,2000,1,0,2,4,3,70.0,0,0,1,1,0,0,6,650,2,180,178,1008,0,0,0,0,1363,0,0,1363,1,0,1,0,2,1,1,6,1,2,1,3,1951.0,1,1,288,0,0,0,324,42,0,0,168,0,0,0,1,2000,6,2009,0,0,164900
511,120,0,40.0,6792,0,0,1,0,0,0,9,0,0,3,1,7,5,2005,2006,0,0,0,0,2,94.0,0,0,0,0,0,0,2,0,0,0,1368,1368,0,0,0,0,1368,0,0,1368,0,0,2,0,2,1,0,6,0,1,2,0,2005.0,0,2,474,0,0,0,132,35,0,0,0,0,0,0,0,0,3,2006,1,2,202665
512,20,0,70.0,9100,0,0,0,0,2,0,11,1,0,0,1,5,5,1958,1958,0,0,0,0,1,0.0,1,0,1,1,0,0,6,521,5,174,169,864,0,2,0,0,864,0,0,864,1,0,1,0,3,1,1,5,0,0,0,1,1964.0,1,2,624,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,0,0,129900
513,20,0,71.0,9187,0,0,0,1,2,0,4,0,0,0,1,6,5,1983,1983,0,0,0,0,1,0.0,1,2,0,1,0,0,1,336,0,0,748,1084,0,2,0,0,1080,0,0,1080,0,0,1,1,3,1,1,5,0,0,0,0,1983.0,1,2,484,0,0,0,120,0,158,0,0,0,0,0,0,0,6,2007,0,0,134000
514,45,0,55.0,10594,0,0,0,0,0,0,2,0,0,0,3,5,5,1926,1950,0,0,2,4,1,0.0,1,0,2,1,0,0,2,0,0,0,768,768,2,3,1,0,789,0,0,789,0,0,1,0,2,1,1,5,0,0,0,1,1926.0,1,1,200,4,3,0,0,0,112,0,0,0,0,1,0,0,6,2007,0,0,96500
515,20,0,94.0,12220,0,0,0,0,0,0,9,0,0,0,1,10,5,2009,2009,1,0,6,6,0,305.0,2,0,1,2,0,0,0,1436,0,0,570,2006,0,0,0,0,2020,0,0,2020,1,0,2,1,3,1,2,9,0,1,2,0,2009.0,2,3,900,0,0,0,156,54,0,0,0,0,0,0,0,0,9,2009,1,2,402861
517,60,0,79.0,10208,0,0,1,0,0,0,3,0,0,0,0,7,5,1996,1997,0,0,0,0,0,921.0,0,0,0,0,0,0,2,0,0,0,1264,1264,0,0,0,0,1277,1067,0,2344,0,0,2,1,3,1,0,7,0,1,1,0,1996.0,0,3,889,0,0,0,220,0,0,0,0,0,0,0,0,0,7,2009,0,0,265000
519,70,0,53.0,10918,0,0,0,0,0,0,2,0,0,0,0,7,9,1926,2004,2,0,1,1,1,0.0,0,0,2,0,0,0,2,0,0,0,1276,1276,0,0,0,0,1276,804,0,2080,0,0,1,1,3,1,0,9,0,2,2,1,1926.0,1,1,282,0,0,0,0,0,0,0,145,0,0,1,0,0,6,2009,0,0,234000
521,20,0,90.0,11988,0,0,1,0,2,0,11,1,0,0,1,6,6,1957,1957,0,0,0,0,1,0.0,1,0,1,1,0,0,3,777,0,0,467,1244,0,0,0,2,1244,0,0,1244,0,0,1,1,3,1,1,6,0,2,2,0,1957.0,1,1,336,0,0,0,0,40,0,0,0,0,0,0,0,0,5,2007,0,0,150000
522,50,1,50.0,5000,0,0,0,0,2,0,7,1,0,0,2,6,7,1947,1950,0,0,6,6,1,0.0,1,2,1,1,0,0,1,399,0,0,605,1004,0,0,0,0,1004,660,0,1664,0,0,2,0,3,1,1,7,0,2,2,1,1950.0,1,2,420,0,0,0,0,24,36,0,0,0,0,0,0,0,10,2006,0,0,159000
523,60,0,130.0,40094,0,0,1,1,0,0,18,6,4,0,0,10,5,2007,2008,1,0,6,6,2,762.0,2,0,0,2,0,1,0,2260,0,0,878,3138,0,0,0,0,3138,1538,0,4676,1,0,3,1,3,1,2,11,0,1,2,2,2007.0,2,3,884,0,0,0,208,406,0,0,0,0,0,0,0,0,10,2007,1,2,184750
524,60,0,95.0,11787,0,0,1,0,0,0,3,0,0,0,0,7,5,1996,1997,0,0,0,0,0,594.0,0,0,0,0,0,0,0,719,0,0,660,1379,0,0,0,0,1383,1015,0,2398,1,0,2,1,3,1,0,8,0,1,1,0,1996.0,2,3,834,0,0,0,239,60,0,0,0,0,0,0,0,0,8,2007,0,0,315750
525,20,3,62.0,7500,0,2,0,0,0,0,5,0,0,0,1,7,5,2005,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,1257,1257,0,0,0,0,1266,0,0,1266,0,0,2,0,3,1,0,6,0,1,1,0,2005.0,1,2,453,0,0,0,38,144,0,0,0,0,0,0,0,0,4,2006,0,0,176000
526,20,0,70.0,13300,0,0,0,0,0,0,11,0,0,0,1,5,7,1956,2000,1,0,2,4,1,0.0,1,0,1,0,0,0,3,377,0,0,551,928,0,2,0,0,928,0,0,928,0,0,1,0,2,1,1,4,0,0,0,0,1956.0,1,1,252,0,0,0,261,0,156,0,0,0,0,0,0,0,6,2007,0,0,132000
527,60,0,67.0,14948,0,0,1,0,0,0,9,0,0,0,0,9,5,2008,2008,1,0,0,0,2,268.0,2,0,0,2,0,3,0,1330,0,0,122,1452,0,0,0,0,1476,1237,0,2713,1,0,2,1,3,1,2,11,0,1,2,0,2008.0,2,3,858,0,0,0,126,66,0,0,0,0,0,0,0,0,11,2008,1,2,446261
530,80,0,85.0,10200,0,0,0,0,0,0,14,0,0,0,4,6,5,1988,1989,0,0,4,3,0,219.0,0,0,1,0,0,3,0,783,0,0,678,1461,0,0,0,0,1509,0,0,1509,1,0,2,0,3,1,0,5,0,1,4,0,1988.0,0,2,600,0,0,0,224,0,0,0,0,0,0,0,0,0,8,2008,0,1,175000
531,70,1,60.0,6155,0,0,1,0,4,0,7,4,3,0,0,6,8,1920,1999,0,0,2,4,1,0.0,1,0,2,4,3,2,2,0,0,0,611,611,0,0,0,0,751,611,0,1362,0,0,2,0,3,1,1,6,0,0,0,1,1920.0,2,2,502,0,1,0,0,0,84,0,0,0,0,0,0,0,6,2008,0,0,128000
532,20,0,60.0,7200,0,0,0,0,0,0,11,0,0,0,1,5,7,1955,2007,0,0,0,0,1,0.0,1,0,4,3,2,4,4,0,1,0,0,0,0,0,0,0,827,0,0,827,0,0,1,0,2,1,1,5,4,1,5,1,1967.0,1,1,392,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0,0,107500
534,60,0,74.0,9056,0,0,1,0,0,0,17,0,0,0,0,8,5,2004,2004,0,0,0,0,1,0.0,0,0,0,2,1,3,2,0,0,0,707,707,0,0,0,0,707,707,0,1414,0,0,2,1,3,1,0,6,0,1,2,0,2004.0,2,2,403,0,0,0,100,35,0,0,0,0,0,0,0,0,10,2006,0,0,178000
536,60,0,57.0,8924,0,0,1,0,3,0,0,0,0,0,0,7,5,1998,1999,0,0,0,0,1,0.0,1,0,0,0,0,3,2,0,0,0,880,880,0,0,0,0,880,844,0,1724,0,0,2,1,3,1,0,8,0,0,0,0,1998.0,2,2,527,0,0,0,120,155,0,0,0,0,0,0,0,0,7,2008,0,0,188000
540,20,0,85.0,14601,0,0,0,0,0,0,14,0,0,0,1,9,5,2006,2006,1,0,0,0,0,584.0,2,0,0,2,0,3,0,1260,0,0,578,1838,0,0,0,0,1838,0,0,1838,1,0,2,0,2,1,2,8,0,1,2,0,2006.0,2,3,765,0,0,0,270,68,0,0,0,0,0,0,0,0,3,2009,0,0,315000
542,20,0,78.0,10140,0,0,0,0,0,0,19,5,0,0,1,7,5,1998,1999,1,0,0,0,1,0.0,0,0,0,2,0,0,5,144,4,1127,379,1650,0,0,0,0,1680,0,0,1680,1,0,2,0,3,1,0,7,2,1,1,0,1998.0,2,2,583,0,0,0,78,73,0,0,0,0,0,0,0,0,6,2009,0,0,213250
543,120,4,34.0,4058,0,0,0,0,0,0,11,0,0,3,7,7,5,1998,1998,0,0,1,1,0,182.0,1,0,0,0,0,3,0,584,5,139,0,723,0,0,0,0,767,0,0,767,1,0,1,0,1,1,1,4,0,0,0,0,1998.0,2,1,367,0,0,0,120,40,0,0,0,0,0,0,0,0,6,2007,0,0,133000
544,60,0,58.0,17104,0,0,1,0,0,0,17,0,0,0,0,7,5,2006,2006,0,0,0,0,1,0.0,0,0,0,0,1,3,0,554,0,0,100,654,0,0,0,0,664,832,0,1496,1,0,2,1,3,1,0,7,0,1,2,0,2006.0,0,2,426,0,0,0,100,24,0,0,0,0,0,0,0,0,9,2006,1,2,179665
546,50,0,70.0,8737,0,0,1,1,0,0,7,0,0,0,2,6,7,1923,1950,0,0,3,4,1,0.0,1,0,2,0,0,0,3,300,0,0,765,1065,0,0,0,2,915,720,0,1635,0,0,1,1,3,1,1,6,0,1,2,1,1950.0,1,2,440,0,0,0,0,38,0,144,0,0,0,0,0,0,5,2007,0,0,210000
547,85,0,54.0,7244,0,0,0,0,0,0,4,0,0,0,7,5,7,1970,1970,0,0,0,0,1,0.0,1,2,1,0,0,3,1,619,0,0,149,768,0,0,0,0,768,0,0,768,1,0,1,0,2,1,1,5,0,0,0,1,1987.0,1,2,624,0,0,0,104,0,0,0,0,0,0,0,0,0,4,2007,0,0,129500
548,20,1,49.0,8235,0,0,1,3,0,0,6,1,2,0,1,5,7,1955,1995,0,0,1,1,1,0.0,1,2,1,1,0,0,5,180,2,645,0,825,0,2,0,0,825,0,0,825,1,0,1,0,2,1,1,4,0,0,0,1,1963.0,0,2,720,0,0,0,140,50,0,0,0,0,0,1,0,0,6,2008,0,0,125000
549,60,3,75.0,9375,0,0,0,0,0,0,5,0,0,0,0,7,5,2003,2004,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,912,912,0,0,0,0,912,1182,0,2094,0,0,2,1,4,1,0,8,0,1,2,2,2003.0,2,2,615,0,0,0,182,182,0,0,0,0,0,0,0,0,11,2009,0,0,263000
550,120,0,53.0,4043,0,0,0,0,0,0,20,0,0,3,1,6,6,1977,1977,0,0,8,5,1,0.0,1,0,1,0,0,0,1,559,0,0,510,1069,0,2,0,0,1069,0,0,1069,0,0,2,0,2,1,1,4,0,0,0,0,1977.0,0,2,440,0,0,0,0,55,0,0,200,0,0,0,0,0,10,2008,2,1,140000
551,20,1,50.0,6000,0,0,0,0,0,0,6,0,0,0,1,5,6,1957,1957,1,0,3,7,1,0.0,1,0,1,1,0,0,3,308,0,0,620,928,0,1,0,2,928,0,0,928,0,0,1,0,3,1,1,5,0,0,0,0,1957.0,2,1,288,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2008,0,0,112500
552,20,0,87.0,11146,0,0,1,0,0,0,9,0,0,0,1,8,5,2006,2006,0,0,0,0,2,250.0,0,0,0,2,0,3,2,0,0,0,1709,1709,0,0,0,0,1717,0,0,1717,0,0,2,0,3,1,0,7,0,1,2,0,2006.0,0,3,908,0,0,0,169,39,0,0,0,0,0,0,0,0,7,2009,0,0,255500
553,20,0,67.0,8777,0,0,0,0,0,0,18,1,0,0,1,4,5,1949,2003,0,0,0,0,1,0.0,1,0,1,3,2,4,4,0,1,0,0,0,0,0,0,0,1126,0,0,1126,0,0,2,0,2,1,0,5,0,0,0,1,2002.0,2,2,520,0,0,1,0,96,0,0,0,0,0,1,0,0,5,2009,0,0,108000
554,60,0,85.0,10625,0,0,0,0,0,0,9,0,0,0,0,7,5,2003,2004,0,0,0,0,0,292.0,0,0,0,0,0,0,0,866,0,0,132,998,0,0,0,0,1006,1040,0,2046,1,0,2,1,3,1,0,8,0,1,2,2,2003.0,0,3,871,0,0,0,320,62,0,0,0,0,0,0,0,0,8,2008,0,0,284000
555,45,1,58.0,6380,0,0,0,0,0,0,7,0,0,0,3,5,6,1922,1950,0,0,1,1,1,0.0,1,0,2,1,3,0,2,0,0,0,993,993,0,2,0,2,1048,0,0,1048,0,0,1,0,2,1,1,5,0,1,2,1,1922.0,1,1,280,0,0,0,0,0,116,0,0,0,0,0,0,0,8,2006,0,0,113000
556,20,0,69.0,14850,0,0,1,0,0,0,11,0,0,0,1,5,5,1957,1957,0,0,2,4,1,0.0,1,0,1,1,0,0,3,895,0,0,197,1092,0,2,0,2,1092,0,0,1092,1,0,1,0,2,1,1,6,0,1,1,0,1957.0,2,1,299,0,0,0,268,0,0,0,122,0,0,4,0,0,5,2006,0,0,141000
557,50,2,60.0,11040,0,0,0,2,0,1,12,0,0,0,2,4,6,1920,1950,0,0,1,1,1,0.0,1,0,1,1,0,0,3,637,0,0,0,637,0,1,0,0,897,439,0,1336,0,0,1,1,3,1,1,7,0,0,0,3,1994.0,1,1,570,0,0,0,0,47,120,0,0,0,0,0,0,0,9,2006,2,0,108000
